# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7955882065610285,4.396379732930406,-0.000010403467547990904,0,3.0,-0.00008841127397832584,180.0,0.0,0.0
 0.0897210703598985,1.807663012260817,4.396379730737926,-0.000010403467547990904,0.26916321107969543,2.999999999999999,-0.00008841127397832584,180.0,-0.001638561335284888,0.0
 0.12727500867599595,1.819886598311231,4.396379715390563,-0.00007193789886042186,0.38182502602798785,3.0000000000000018,-0.0001717350523021558,180.0,-0.004160962400959235,0.0
 0.15635325724758053,1.8322577181388406,4.396379673733438,-0.00019293139785253192,0.4690597717427416,3.0,-0.0002501921551861808,180.0,-0.007213250156981178,0.0
 0.1810836245302733,1.8447751251702171,4.396379592611668,-0.0003713177235366177,0.5432508735908199,3.0000000000000013,-0.0003241639552455486,180.0,-0.010641178676369234,0.0
 0.20305888517365686,1.857437572831932,4.396379458870371,-0.000605160398502647,0.6091766555209707,3.0000000000000027,-0.0003940278613571438,180.0,-0.014349806755273083,0.0
 0.22309281774204895,1.8702438145505558,4.3963792593546644,-0.0008926434594072451,0.6692784532261469,2.9999999999999973,-0.0004600314534557226,180.0,-0.01827373829734536,0.0
 0.24166698463964614,1.8831926037526598,4.3963789809096685,-0.0012320629243851515,0.7250009539189385,3.0000000000000013,-0.0005224960039030192,180.0,-0.022365158592358228,1.6309071290445815e-12
 0.2590939177397878,1.8962826938648152,4.396378610380501,-0.0016218190469482366,0.7772817532193635,3.000000000000006,-0.0005816760700740681,180.00000000000003,-0.02658780684214224,-1.7229546703405662e-12
 0.2755898302090265,1.9095128383135929,4.39637813461228,-0.002060409181365241,0.8267694906270797,3.0000000000000036,-0.0006377994352000588,180.0,-0.030913516519885085,0.0
 0.2913114987971175,1.922881790525564,4.396377540450123,-0.00254642124298335,0.8739344963913527,3.0,-0.0006911164812422,180.0,-0.035320048130172414,0.0
 0.3063767804717651,1.9363883039272993,4.39637681473915,-0.0030785277168265076,0.9191303414152955,3.0,-0.0007418021200773243,180.0,-0.03978964336069373,0.0
 0.32087684601645705,1.9500311319453705,4.396375944324478,-0.0036554801535564844,0.9626305380493714,3.0,-0.0007900597744722169,180.0,-0.04430801240947739,0.0
 0.33488388192879837,1.9638090280063478,4.396374916051225,-0.004276104074580499,1.0046516457863954,3.000000000000008,-0.000836043879312527,180.0,-0.04886360283232364,2.0941007345018267e-12
 0.3484561561571274,1.9777207455368029,4.3963737167645105,-0.00493929429200495,1.0453684684713824,2.999999999999996,-0.0008799276194009188,180.00000000000003,-0.0534470567665952,-2.1555576902735617e-12
 0.36164147221647025,1.9917650379633067,4.396372333309452,-0.005644010627914147,1.0849244166494112,3.0000000000000124,-0.0009218509903867289,180.0,-0.058050790113358834,0.0
 0.3744795966650314,2.00594065871243,4.396370752531169,-0.006389273895726751,1.1234387899950946,3.0,-0.0009619548525984785,180.0,-0.06266867365267194,0.0
 0.38700400952967345,2.0202463612107446,4.396368961274779,-0.00717416223823233,1.1610120285890209,3.0000000000000044,-0.0010003649000585669,180.0,-0.06729577717873969,0.0
 0.39924319480968673,2.03468089888482,4.396366946385399,-0.007997807723685415,1.1977295844290605,2.9999999999999862,-0.0010371859434045842,180.0,-0.07192816497622907,-2.3727436316058934e-12
 0.4112216104513159,2.0492430251612292,4.396364694708149,-0.008859393180110359,1.233664831353948,3.0,-0.0010725397399281912,179.99999999999997,-0.07656273488309318,2.4211727246652728e-12
 0.42296042988409027,2.0639314934665425,4.396362193088146,-0.009758149300182366,1.2688812896522712,3.000000000000005,-0.0011065240757654519,180.0,-0.08119708010041402,0.0
 0.4344781175083387,2.07874505722733,4.39635942837051,-0.010693351904780013,1.3034343525250165,3.0,-0.0011392291543865646,180.0,-0.08582938377730802,0.0
 0.4457908813504082,2.0936824698701644,4.396356387400359,-0.011664319454163049,1.3373726440512248,2.9999999999999902,-0.0011707386781791723,180.0,-0.09045832518069967,0.0
 0.4569130334191634,2.1087424848216156,4.39635305702281,-0.0126704107027077,1.3707391002574905,3.0,-0.0012011440694010855,180.0,-0.09508300439791452,2.5969544766334106e-12
 0.4678572797223365,2.1239238555082545,4.396349424082982,-0.013711022522084166,1.4035718391670098,3.000000000000005,-0.001230510167796222,180.00000000000003,-0.09970288067386314,-2.6370906610661652e-12
 0.478634955988845,2.1392253353566533,4.396345475425993,-0.01478558789282539,1.4359048679665354,3.00000000000001,-0.0012589110328372155,180.0,-0.10431771781859625,-2.6759250821053896e-12
 0.4892562209937838,2.1546456777933822,4.396341197896962,-0.01589357401848713,1.4677686629813518,2.9999999999999947,-0.001286412927275013,179.99999999999997,-0.10892754162714358,0.0
 0.4997302164235035,2.1701836362450124,4.396336578341007,-0.017034480591660434,1.499190649270511,3.0,-0.0013130782875299194,179.99999999999997,-0.11353259709335964,5.500097607263959e-12
 0.5100652000764727,2.1858379641381154,4.3963316036032465,-0.018207838126699443,1.5301956002294186,3.0000000000000053,-0.0013389634365446232,180.00000000000003,-0.11813332408641244,-2.785497885993556e-12
 0.5202686576246971,2.2016074148992617,4.396326260528799,-0.019413206484045785,1.5608059728740917,3.0,-0.0013641220072204952,180.0,-0.12273032256362994,0.0
 0.5303473969938778,2.2174907419550225,4.396320535962781,-0.020650173417860088,1.5910421909816337,2.999999999999989,-0.0013886100882856364,180.0,-0.12732433275353472,0.0
